pano,ons_const_id,constituency_name,Con_Margin,intermediate_step,Incumbency_Status,country,region,constituency_type,winner_15,con_15,lab_15,ld_15,snp_15,pc_15,ukip_15,green_15,other_15,majority_15,turnout_15,con_vote_15,lab_vote_15,ld_vote_15,snp_vote_15,pc_vote_15,ukip_vote_15,green_vote_15,bnp_vote_15,total_vote_15,rejected_vote_15,electorate_15,seat_change_1015,con_1015,lab_1015,ld_1015,snp_1015,pc_1015,ukip_1015,green_1015,winner_10,con_10,lab_10,ld_10,snp_10,pc_10,ukip_10,green_10,bnp_10,majority_10,turn_10,con_vote_10,lab_vote_10,ld_vote_10,snp_vote_10,pc_vote_10,ukip_vote_10,green_vote_10,bnp_vote_10,total_vote_10,electorate_10,con_ppc_,con_ppc_sex,con_ppc_race,lab_ppc_,lab_ppc_sex,lab_ppc_race,ld_ppc_,ld_ppc_sex,ld_ppc_race,ukip_ppc_,ukip_ppc_sex,ukip_ppc_race,snp_ppc_,snp_ppc_sex,snp_ppc_race,pc_ppc_,pc_ppc_sex,pc_ppc_race,green_ppc_,green_ppc_sex,green_ppc_race,con_long_spend_percent,con_short_spend_percent,lab_long_spend_percent,lab_short_spend_percent,ldlong_spend_percent,ldshort_spend_percent,snplong_spend_percent,snpshort_spend_percent,pclong_spend_percent,pcshort_spend_percent,ukiplong_spend_percent,ukipshort_spend_percent,green_long_spend_percent,green_short_spend_percent
55,E14000558,Bexleyheath and Crayford,23.95,1,1,England,London,Borough,Conservative,47.25420625,26.21265881,2.994162756,NA,NA,21.01865629,2.174659494,0.345656404,21.04154744,67.38600605,20643,11451,1308,NA,NA,9182,950,NA,43685,110,64828,NA,-3.215793751,-0.307341193,-9.745837244,NA,NA,17.40865629,1.314659494,Conservative,50.47,26.52,12.74,NA,NA,3.61,0.86,4.73,23.9,66.5,21794,11450,5502,NA,NA,1557,371,2042,43182,65015,"Evennett, David Anthony",Man,White,"Borella, Stefano",Man,White,"Davis, Richard Adam",Man,White,"Attard, Chris",Man,White,NA,NA,NA,NA,NA,NA,"Gardiner, Stella Rosalyn",Woman,White,19.31,63.96,13.82,53.48,0,0,NA,NA,NA,NA,0,6.75,0,3.15
56,E14000559,Birkenhead,-43.58,1,-1,England,North West,Borough,Labour,14.85796035,67.61700388,3.566319232,NA,NA,9.804823217,4.153893317,NA,52.75904353,62.72071783,5816,26468,1396,NA,NA,3838,1626,NA,39144,125,62410,NA,-4.072039648,5.107003883,-14.98368077,NA,NA,9.804823217,4.153893317,Labour,18.93,62.51,18.55,NA,NA,0,0,NA,43.6,56.3,6687,22082,6554,NA,NA,NA,NA,NA,35323,62773,"Vasey, Clark Edward",Man,White,"Field, Frank",Man,White,"Brame, Allan",Man,White,"Harling, Wayne Anthony",Man,White,NA,NA,NA,NA,NA,NA,"Peers, Kenny",Man,White,0.87,27.8,0.08,61.48,0,6.76,NA,NA,NA,NA,0,4.63,0,0
57,E14000560,"Birmingham, Edgbaston",-3.07,1,-1,England,West Midlands,Borough,Labour,38.29220449,44.84537331,2.867314073,NA,NA,10.05981643,3.320175332,0.615116364,6.553168818,62.9552835,15812,18518,1184,NA,NA,4154,1371,NA,41293,156,65591,NA,0.72220449,4.205373308,-12.49268593,NA,NA,8.299816434,2.190175332,Labour,37.57,40.64,15.36,NA,NA,1.76,1.13,2.88,3.1,60.6,15620,16894,6387,NA,NA,732,469,1196,41571,68573,"Evans, Luke",Man,White,"Stuart, Gisela",Woman,White,"Dargue, Lee James",Man,White,"Short, Graham George",Man,White,NA,NA,NA,NA,NA,NA,"Simpson, Phil",Man,White,12.04,80.47,29.68,93.75,0,4.15,NA,NA,NA,NA,3.46,0,0,4.35
58,E14000561,"Birmingham, Erdington",-9.22,1,-1,England,West Midlands,Borough,Labour,30.83554377,45.62334218,2.782262715,NA,NA,17.41436974,2.73324876,0.611232845,14.78779841,53.25512836,10695,15824,965,NA,NA,6040,948,NA,34684,109,65128,NA,-1.774456233,3.793342175,-13.36773729,NA,NA,15.04436974,2.73324876,Labour,32.61,41.83,16.15,NA,NA,2.37,0,5.11,9.2,53.5,11592,14869,5742,NA,NA,842,NA,1815,35546,66405,"Alden, Robert",Man,White,"Dromey, Jack",Man,White,"Holtom, Ann",Woman,White,"Garcarz, Andrew",Man,White,NA,NA,NA,NA,NA,NA,"Belcher, Joe",Man,White,12.89,0,15.71,0,0.69,8.68,NA,NA,NA,NA,7.24,7.06,0,1.45
59,E14000562,"Birmingham, Hall Green",-17.9,1,-1,England,West Midlands,Borough,Labour,17.70394933,59.82867831,11.60353696,NA,NA,4.529609319,4.676274285,1.657951792,42.12472899,61.6350059,8329,28147,5459,NA,NA,2131,2200,NA,47046,277,76330,NA,2.683949326,26.90867831,-12.99646304,NA,NA,2.579609319,4.676274285,Labour,15.02,32.92,24.6,NA,NA,1.95,0,NA,7.8,63.6,7320,16039,11988,NA,NA,950,NA,NA,48727,76580,"Bird, James",Man,White,"Godsiff, Roger",Man,White,"Evans, Jerry",Man,White,"Mondair, Rashpal",Man,BME,NA,NA,NA,NA,NA,NA,"Stanton, Elly",Woman,White,0,18.51,1.87,53.04,6.28,34.68,NA,NA,NA,NA,0,0,0,3.72
60,E14000563,"Birmingham, Hodge Hill",-40.36,1,-1,England,West Midlands,Borough,Labour,11.46957772,68.39591608,6.39391798,NA,NA,11.33312215,2.034649967,0.372816102,56.92633836,54.49921649,4707,28069,2624,NA,NA,4651,835,NA,41039,267,75302,NA,-0.150422281,16.41591608,-21.32608202,NA,NA,9.653122152,2.034649967,Labour,11.62,51.98,27.72,NA,NA,1.68,0,5.49,24.3,56.6,4936,22077,11775,NA,NA,714,NA,2333,42472,75040,"Mullan, Kieran",Man,White,"Byrne, Liam",Man,White,"Bennion, Phil",Man,White,"Duffen, Albert",Man,NA,NA,NA,NA,NA,NA,NA,"Nash, Christopher",Man,White,0.67,25.52,3.44,44.99,0,20.78,NA,NA,NA,NA,0,2.26,0,0
61,E14000564,"Birmingham, Ladywood",-43.73,1,-1,England,West Midlands,Borough,Labour,12.74083974,73.62735271,3.82559305,NA,NA,5.025615325,4.179195902,0.601403274,60.88651297,52.7184124,4576,26444,1374,NA,NA,1805,1501,NA,35916,253,68128,NA,0.800839737,17.95735271,-23.64440695,NA,NA,2.505615325,1.779195902,Labour,11.94,55.67,27.47,NA,NA,2.52,2.4,NA,28.2,48.7,4277,19950,9845,NA,NA,902,859,NA,35833,73646,"Sigmac, Isabel",Woman,White,"Mahmood, Shabana",Woman,BME,"Iqbal, Shazad",Man,BME,"Braund, Clair",Woman,White,NA,NA,NA,NA,NA,NA,"Okole, Anne Margaret",Woman,White,5.01,18.64,3.83,49.26,0,6.45,NA,NA,NA,NA,0,0,0,3.87
62,E14000565,"Birmingham, Northfield",-6.66,1,-1,England,West Midlands,Borough,Labour,35.71277172,41.62172346,3.177033042,NA,NA,16.73535715,2.753114623,NA,5.908951744,59.44587557,15164,17673,1349,NA,NA,7106,1169,NA,42461,98,71428,NA,2.09277172,1.341723464,-12.48296696,NA,NA,13.47535715,1.783114623,Labour,33.62,40.28,15.66,NA,NA,3.26,0.97,5.48,6.7,58.6,14059,16841,6550,NA,NA,1363,406,2290,41814,71338,"Maclean, Rachel",Woman,White,"Burden, Richard",Man,White,"Haynes, Steve",Man,White,"Rowe, Keith",Man,White,NA,NA,NA,NA,NA,NA,"Masters, Anna",Woman,White,57.84,63.48,31.5,87.41,0,4.29,NA,NA,NA,NA,6.13,0,0,0
63,E14000566,"Birmingham, Perry Barr",-28.97,1,-1,England,West Midlands,Borough,Labour,21.49539506,57.43334949,4.849733398,NA,NA,12.19583131,3.223460979,0.802229762,35.93795444,58.99089258,8869,23697,2001,NA,NA,5032,1330,NA,41260,272,69943,NA,0.185395056,7.153349491,-17.1102666,NA,NA,8.215831314,3.223460979,Labour,21.31,50.28,21.96,NA,NA,3.98,0,NA,28.3,59,8960,21142,9234,NA,NA,1675,NA,NA,42045,71304,"Hodivala, Charlotte",Woman,White,"Mahmood, Khalid",Man,BME,"Singh, Arjun",Man,BME,"Singh, Harjinder",Man,BME,NA,NA,NA,NA,NA,NA,"Lovatt, James",Man,White,1.06,20.05,1.55,40.5,2.83,10.18,NA,NA,NA,NA,0,6.53,0,0
64,E14000567,"Birmingham, Selly Oak",-7.48,1,-1,England,West Midlands,Borough,Labour,29.00384157,47.65311079,5.557027421,NA,NA,12.70587716,5.080143065,NA,18.64926922,60.31800991,13137,21584,2517,NA,NA,5755,2301,NA,45294,175,75092,NA,-2.066158432,9.103110787,-16.71297258,NA,NA,10.27587716,3.650143065,Labour,31.07,38.55,22.27,NA,NA,2.43,1.43,3.91,7.5,62.3,14468,17950,10371,NA,NA,1131,664,1820,46563,74805,"Boulter, Alex",Man,White,"McCabe, Steve",Man,White,"Green, Colin",Man,White,"Brookes, Steven",Man,White,NA,NA,NA,NA,NA,NA,"Thomas, Clare",Woman,White,2.98,30.47,10.5,64.17,3.7,13.11,NA,NA,NA,NA,1.63,0,0,9.02
65,E14000568,"Birmingham, Yardley",-20.38,1,-1,England,West Midlands,Borough,Labour,13.99722971,41.62474788,25.59840587,NA,NA,16.12840514,1.696192073,0.955019319,16.02634201,57.03850525,5760,17129,10534,NA,NA,6637,698,NA,41151,162,72146,Labour gain from Liberal Democrat,-5.182770285,9.40474788,-13.96159413,NA,NA,13.21840514,1.696192073,Liberal Democrat,19.18,32.22,39.56,NA,NA,2.91,0,5.27,7.3,56.5,7836,13160,16162,NA,NA,1190,NA,2153,40850,72321,"Photay, Arun",Man,BME,"Philips, Jess",Woman,White,"Hemming, John",Man,White,"Clayton, Paul",Man,White,NA,NA,NA,NA,NA,NA,"Bishop, Grant",Man,White,0,20.86,59.92,99.34,20.56,59.96,NA,NA,NA,NA,0,10.51,0,0
66,E14000569,Bishop Auckland,-12.68,1,-1,England,North East,County,Labour,32.49384346,41.39988322,4.374317703,NA,NA,17.80954073,3.922414887,NA,8.906039757,59.6170728,12799,16307,1723,NA,NA,7015,1545,NA,39389,68,66070,NA,6.223843459,2.449883216,-17.9656823,NA,NA,15.08954073,3.922414887,Labour,26.27,38.95,22.34,NA,NA,2.72,0,4.95,12.7,60.2,10805,16023,9189,NA,NA,1119,NA,2036,41136,68368,"Adams, Christopher Fraser",Man,White,"Goodman, Helen Catherine",Woman,White,"White, Stephen Charles",Man,White,"Burriss, Rhys",Man,White,NA,NA,NA,NA,NA,NA,"Robinson, Thom",Man,White,6.32,75.59,0.8,31.53,0,6.23,NA,NA,NA,NA,5,16.03,1.55,0
67,E14000570,Blackburn,-21.67,0,0,England,North West,Borough,Labour,27.27789268,56.27855179,2.170503875,NA,NA,14.27305166,NA,NA,29.00065911,60.05869506,12002,24762,955,NA,NA,6280,NA,NA,43999,325,73260,NA,1.137892679,8.468551785,-13.02949612,NA,NA,12.20305166,NA,Labour,26.14,47.81,15.2,NA,NA,2.07,0,4.74,21.7,62.9,11895,21751,6918,NA,NA,942,NA,2158,45499,72331,"Eastwood, Bob",Man,White,"Hollern, Kate",Woman,White,"Lishman, Gordon",Man,White,"Taylor, Dayle",Man,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.86,75.38,0,79.14,0,0,NA,NA,NA,NA,0,4.4,0,0
68,E14000571,Blackley and Broughton,-35.97,1,-1,England,North West,Borough,Labour,15.03826256,61.92606165,2.355033412,NA,NA,16.45828842,4.222353956,NA,45.46777323,51.60680266,5581,22982,874,NA,NA,6108,1567,NA,37112,194,71913,NA,-3.261737443,7.656061651,-11.85496659,NA,NA,13.84828842,4.222353956,Labour,18.3,54.27,14.21,NA,NA,2.61,0,7.22,36,49.2,6260,18563,4861,NA,NA,894,NA,2469,34204,69489,"Tanfield-Johnson, Michelle",Woman,White,"Stringer, Graham Eric",Man,White,"Gadsden, Richard",Man,NA,"Power, Martin",Man,White,NA,NA,NA,NA,NA,NA,"Jones, David",Man,White,0,6.74,0.71,44.53,0,0,NA,NA,NA,NA,1.46,8.68,0,0
69,E14000572,Blackpool North and Cleveleys,5.29,1,1,England,North West,Borough,Conservative,44.44444444,35.96578072,2.406518925,NA,NA,14.78181403,2.256746122,0.144695758,8.478663722,63.06108728,17508,14168,948,NA,NA,5823,889,NA,39393,207,62468,NA,2.654444444,-0.534219278,-10.89348108,NA,NA,10.69181403,2.256746122,Conservative,41.79,36.5,13.3,NA,NA,4.09,0,3.83,5.3,61.6,16964,14814,5400,NA,NA,1659,NA,1556,40591,66017,"Maynard, Paul Christopher",Man,White,"Rushworth, Sam",Man,White,"Close, Sue",Woman,White,"Noble, Simon",Man,White,NA,NA,NA,NA,NA,NA,"Warnock, John Peter",Man,White,58.77,78.97,46.76,76.17,0,8.52,NA,NA,NA,NA,0.02,7.55,0.09,4.6
70,E14000573,Blackpool South,-5.26,1,-1,England,North West,Borough,Labour,33.79886546,41.76840548,2.290664694,NA,NA,17.30484647,2.592798126,2.24441978,7.969540017,56.49788368,10963,13548,743,NA,NA,5613,841,NA,32436,192,57411,NA,-2.001134542,0.708405475,-12.14933531,NA,NA,13.46484647,2.592798126,Labour,35.8,41.06,14.44,NA,NA,3.84,0,4.21,5.3,55.8,12597,14448,5082,NA,NA,1352,NA,1482,35192,63027,"Anthony, Peter",Man,White,"Marsden, Gordon",Man,White,"Greene, Bill",Man,White,"Wood, Peter",Man,White,NA,NA,NA,NA,NA,NA,"Royle, Duncan John",Man,White,6.52,74.86,7.95,95.92,0.37,1.22,NA,NA,NA,NA,4.89,0,0.1,6.69
72,E14000574,Blaydon,-33.7,1,-1,England,North East,Borough,Labour,17.44258501,49.15880363,12.23295353,NA,NA,17.49821969,3.667438134,NA,31.66058394,66.17870134,7838,22090,5497,NA,NA,7863,1648,NA,44936,96,67901,NA,1.50258501,-0.481196368,-17.11704647,NA,NA,17.49821969,3.667438134,Labour,15.94,49.64,29.35,NA,NA,0,0,5.07,20.3,66.2,7159,22297,13180,NA,NA,NA,NA,2277,44913,67808,"Griffiths, Alison Louise",Woman,White,"Anderson, David",Man,White,"Wallace, Jonathan Christopher",Man,White,"Bell, Mark Ronald",Man,NA,NA,NA,NA,NA,NA,NA,"McNally, Paul Martin",Man,White,0.06,63.1,22.65,71.28,2.95,31.33,NA,NA,NA,NA,0,15.8,0.04,0.46
73,E14000575,Blyth Valley,-27.85,1,-1,England,North East,Borough,Labour,21.6999038,46.3144484,5.889082447,NA,NA,22.31871246,3.77785289,NA,23.99573594,62.79654514,8346,17813,2265,NA,NA,8584,1453,NA,38461,41,61247,NA,5.069903799,1.834448402,-21.30091755,NA,NA,17.99871246,3.77785289,Labour,16.63,44.48,27.19,NA,NA,4.32,0,4.41,17.3,60,6412,17156,10488,NA,NA,1665,NA,1699,38566,62900,"Munro, Greg Alexander",Man,White,"Campbell, Ronnie",Man,White,"Latham, Philip Ronald",Man,NA,"Elloitt, Barry William",Man,White,NA,NA,NA,NA,NA,NA,"Furness, Dawn",Woman,White,0,5.99,3.43,24.28,0,10.35,NA,NA,NA,NA,0,0,0,4.57
74,E14000576,Bognor Regis and Littlehampton,27.88,1,1,England,South East,County,Conservative,51.33075813,13.81271755,8.999066135,NA,NA,21.7357161,4.121742083,NA,29.59504202,64.54688677,24185,6508,4240,NA,NA,10241,1942,NA,47116,224,72995,NA,-0.079241871,-0.227282452,-14.53093387,NA,NA,15.2557161,4.121742083,Conservative,51.41,14.04,23.53,NA,NA,6.48,0,4.03,27.9,66.2,24087,6580,11024,NA,NA,3036,NA,1890,46852,70816,"Gibb, Nick",Man,White,"Butcher, Alan",Man,White,"Oppler, Francis",Man,White,Graham Jones,Man,NA,NA,NA,NA,NA,NA,NA,"McDougall, Simon",Man,White,0,45.98,0,10.51,0.97,46.51,NA,NA,NA,NA,21.25,10.59,0,9.94
75,E14000577,Bolsover,-25.42,1,-1,England,East Midlands,County,Labour,24.4647484,51.23414701,3.327423974,NA,NA,20.97368062,NA,NA,26.76939861,61.1261618,10764,22542,1464,NA,NA,9228,NA,NA,43998,193,71979,NA,-0.115251602,1.234147007,-12.18257603,NA,NA,17.06368062,NA,Labour,24.58,50,15.51,NA,NA,3.91,0,6,25.4,60.5,10812,21994,6821,NA,NA,1721,NA,2640,43988,72640,"Bedford, Peter Alexander",Man,White,"Skinner, Dennis Edward",Man,White,"Lomax, David William",Man,White,"Calladine, Roy",Man,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.18,11.54,5.42,40.99,0,0,NA,NA,NA,NA,0.89,8.17,0,0
76,E14000578,Bolton North East,-9.43,1,-1,England,North West,Borough,Labour,32.81666319,42.9577628,2.863696393,NA,NA,18.80632979,2.555547833,NA,10.1410996,63.57021872,14164,18541,1236,NA,NA,8117,1103,NA,43161,150,67895,NA,-3.663336809,-2.952237205,-10.13630361,NA,NA,14.61632979,2.555547833,Labour,36.48,45.91,13,NA,NA,4.19,0,NA,9.4,64.3,15786,19870,5624,NA,NA,1815,NA,NA,43277,66846,"Daly, James Barry",Man,White,"Crausby, David Anthony",Man,White,"Rock, Stephen Michael",Man,NA,"Lamb, Harry",Man,White,NA,NA,NA,NA,NA,NA,"Diggle, Laura Hazel",Woman,NA,7.06,53.76,25.5,93.32,0,9.12,NA,NA,NA,NA,0.57,28.21,0,4.26
77,E14000579,Bolton South East,-21.8,1,-1,England,North West,Borough,Labour,20.34459907,50.45038412,2.631126819,NA,NA,23.62859878,2.945291216,NA,26.82178534,58.46571096,8289,20555,1072,NA,NA,9627,1200,NA,40743,134,69687,NA,-5.275400928,3.030384115,-13.24887318,NA,NA,19.67859878,1.395291216,Labour,25.62,47.42,15.88,NA,NA,3.95,1.55,5.08,21.8,56.6,10148,18782,6289,NA,NA,1564,614,2012,39604,69499,"Dean, Mudasir",Man,BME,"Qureshi, Yasmin",Woman,BME,"Reynolds, Darren Steven",Man,NA,"Armstrong, Jeff",Man,White,NA,NA,NA,NA,NA,NA,"Johnson, Alan",Man,NA,0,0.23,3.46,48.99,0,11.7,NA,NA,NA,NA,0,0,0.16,4.13
78,E14000580,Bolton West,-0.19,1,-1,England,North West,County,Conservative,40.63220283,38.98378334,4.0068324,NA,NA,15.28646691,NA,1.090714521,1.648419493,66.82160096,19744,18943,1947,NA,NA,7428,NA,NA,48592,197,72719,Conservative gain from Labour,2.302202832,0.463783339,-13.1831676,NA,NA,11.28646691,NA,Labour,38.33,38.52,17.19,NA,NA,4,1.15,NA,0.2,66.8,18235,18327,8177,NA,NA,1901,545,NA,47576,71284,"Green, Christopher",Man,White,"Hilling, Julie Ann",Woman,White,"Martin, Andrew",Man,White,"Horsefield, Bob",Man,BME,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.91,81.63,53.69,80.28,0.5,20.48,NA,NA,NA,NA,2.95,3.38,0,0
79,E14000581,Bootle,-57.53,0,0,England,North West,Borough,Labour,8.059443657,74.45738838,2.166017009,NA,NA,10.88545358,3.324326719,1.107370659,63.5719348,64.36952028,3639,33619,978,NA,NA,4915,1501,NA,45152,148,70145,NA,-0.850556343,8.017388377,-12.96398299,NA,NA,4.795453579,3.324326719,Labour,8.91,66.44,15.13,NA,NA,6.09,0,2.28,51.3,57.8,3678,27426,6245,NA,NA,2514,NA,942,41277,71442,"Marsden, Jade Louise",Woman,White,"Dowd, Peter",Man,White,"Newman, David Ian",Man,NA,"Nuttall, Paul Andrew",Man,White,NA,NA,NA,NA,NA,NA,"Tallis, Lisa Michelle",Woman,NA,0,0,0,53.59,0,3.92,NA,NA,NA,NA,0,1.54,0,2.07
80,E14000582,Boston and Skegness,28.81,0,0,England,East Midlands,County,Conservative,43.79658045,16.47938347,2.342001431,NA,NA,33.79173493,1.845912458,1.744387272,10.00484552,64.62334486,18981,7142,1015,NA,NA,14645,800,119,43339,179,67064,NA,-5.653419553,-4.160616535,-12.42799857,NA,NA,24.33173493,1.845912458,Conservative,49.45,20.64,14.77,NA,NA,9.46,0,5.28,28.8,61.1,21325,8899,6371,NA,NA,4081,NA,2278,43125,67186,"Warman, Matt",Man,White,"Kenny, Paul Robert",Man,White,"Watts, David Kenneth",Man,White,"Hunter-Clarke, Robin James",Man,White,NA,NA,NA,NA,NA,NA,"Percival, Victoria",Woman,White,56.5,91.51,0.07,10.27,0,9.11,NA,NA,NA,NA,97.64,92.54,0,0
81,E14000583,Bosworth,9.27,1,1,England,East Midlands,County,Conservative,42.81101863,17.45735508,22.30413198,NA,NA,17.42749431,NA,NA,20.50688664,67.19757205,22939,9354,11951,NA,NA,9338,NA,NA,53582,206,79738,NA,0.191018626,1.477355082,-11.04586802,NA,NA,15.40749431,NA,Conservative,42.62,15.98,33.35,NA,NA,2.02,0,4.53,9.3,70.2,23132,8674,18100,NA,NA,1098,NA,2458,54274,77249,"Tredinnick, David Arthur Stephen",Man,White,"Kealey, Chris",Man,White,"Mullaney, Michael Timothy",Man,White,"Sprason, David",Man,White,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.04,52.53,13.97,51.5,42.06,62.48,NA,NA,NA,NA,5.5,18.57,0,0
82,E14000584,Bournemouth East,17.56,1,1,England,South West,Borough,Conservative,49.21141276,16.6149865,8.369955607,NA,NA,16.51013898,7.279095188,2.014410958,32.59642626,62.02282947,22060,7448,3752,NA,NA,7401,3263,NA,44827,191,72275,NA,0.781412765,3.354986504,-22.50004439,NA,NA,9.630138979,7.279095188,Conservative,48.43,13.26,30.87,NA,NA,6.88,0,NA,17.6,61.9,21320,5836,13592,NA,NA,3027,NA,NA,44024,71125,"Ellwood, Tobias Martin",Man,White,"Stokes, Peter",Man,White,"Nicholas, Jon Martin",Man,White,"Hughes, David Norman",Man,White,NA,NA,NA,NA,NA,NA,"Keddie, Alasdair",Man,White,8.34,43.93,0,0,1.27,10.98,NA,NA,NA,NA,12.51,21.14,0,3.33
83,E14000585,Bournemouth West,13.4,1,1,England,South West,Borough,Conservative,48.24886889,17.68127738,7.854355684,NA,NA,18.54068417,7.437818687,0.236995188,29.70818471,57.9520546,20155,7386,3281,NA,NA,7745,3107,NA,41773,171,72082,NA,3.098868887,2.87127738,-23.89564432,NA,NA,11.34068417,7.437818687,Conservative,45.15,14.81,31.75,NA,NA,7.2,0,NA,13.4,58.1,18808,6171,13225,NA,NA,2999,NA,NA,41659,71753,"Burns, Conor",Man,White,"Stokes, David",Man,White,"Plummer, Mike",Man,White,"Houlden, Martin",Man,White,NA,NA,NA,NA,NA,NA,"McManus, Elizabeth Joanne",Woman,White,52.44,71.73,0,32.4,1.07,10.99,NA,NA,NA,NA,10.67,42.75,0.02,3.91
84,E14000586,Bracknell,30.12,1,1,England,South East,County,Conservative,55.76988283,16.87073805,7.502919791,NA,NA,15.70847304,4.147986286,NA,38.89914478,65.31973275,29606,8956,3983,NA,NA,8339,2202,NA,53086,215,81271,NA,3.359882832,0.080738048,-14.78708021,NA,NA,11.29847304,2.567986286,Conservative,52.41,16.79,22.29,NA,NA,4.41,1.58,2.4,30.1,67.8,27327,8755,11623,NA,NA,2297,825,1253,52136,76888,"Lee, Phillip James",Man,White,"Walsh, James",Man,White,"Smith, Patrick Robert",Man,NA,"Thomas, Richard Hugh",Man,White,NA,NA,NA,NA,NA,NA,"Florey, Derek Gregory Clifford",Man,White,28.99,67.56,5.75,14.54,0.65,7.56,NA,NA,NA,NA,31.78,54.26,0.11,3.74
85,E14000587,Bradford East,-6.87,1,-1,England,Yorkshire and The Humber,Borough,Labour,11.30753997,46.64058349,29.53195189,NA,NA,9.909191905,2.103559871,0.507172873,17.1086316,62.62155745,4682,19312,12228,NA,NA,4103,871,NA,41406,207,66121,Labour gain from Liberal Democrat,-15.53246003,13.83058349,-4.178048109,NA,NA,9.909191905,2.103559871,Liberal Democrat,26.84,32.81,33.71,NA,NA,0,0,4.58,0.9,62.1,10860,13272,13637,NA,NA,NA,NA,1854,40457,65116,"Ahmed, Iftikhar",Man,BME,"Hussain, Imran",Man,BME,"Ward, David",Man,White,"Rajput, Owais",Man,BME,NA,NA,NA,NA,NA,NA,"Stevens, David",Man,White,1.54,80.52,72.18,94.19,53.57,93.6,NA,NA,NA,NA,1.9,32.5,1.94,0.56
86,E14000588,Bradford South,-12.16,0,0,England,Yorkshire and The Humber,Borough,Labour,26.2712766,43.42553191,2.909574468,NA,NA,24.08776596,3.305851064,NA,17.15425532,59.05078996,9878,16328,1094,NA,NA,9057,1243,NA,37600,106,63674,NA,-2.838723404,2.155531915,-15.38042553,NA,NA,20.56776596,3.305851064,Labour,29.11,41.27,18.29,NA,NA,3.52,0,6.98,12.2,59.8,11060,15682,6948,NA,NA,1339,NA,2651,37995,63580,"Graham, Tanya Ilsa",Woman,White,"Cummings, Judith Mary",Woman,White,"Tear, Andrew Paul",Man,White,"Smith, Jason Paul",Man,White,NA,NA,NA,NA,NA,NA,"Robinson, Andrew",Man,White,1.5,22.11,5.41,54.03,2.56,9.64,NA,NA,NA,NA,1.99,76.22,0.59,1.72
87,E14000589,Bradford West,-14.2,1,-1,England,Yorkshire and The Humber,Borough,Labour,15.28915364,49.58302308,2.911392405,NA,NA,7.793497146,2.692975925,21.72995781,27.85306528,63.57697406,6160,19977,1173,NA,NA,3140,1085,NA,40290,237,63372,NA,-15.86084636,4.233023083,-8.748607595,NA,NA,5.793497146,0.372975925,Labour,31.15,45.35,11.66,NA,NA,2,2.32,3.38,14.2,64.9,12638,18401,4732,NA,NA,812,940,1370,40576,62519,"Grant, George Peter Beaumont",Man,White,"Shah, Naseem Akhter",Woman,BME,"Griffiths, Alun Owen",Man,White,"Boota, Harry",Man,BME,NA,NA,NA,NA,NA,NA,"Hickson, Celia Ruth",Woman,White,1.63,39.4,50.59,71.18,2.57,9.41,NA,NA,NA,NA,0,0,0,2.79
88,E14000590,Braintree,32.76,0,0,England,East of England,County,Conservative,53.83728099,18.48736153,4.947994352,NA,NA,18.81550425,3.110395163,0.801463715,35.02177674,68.35923162,27071,9296,2488,NA,NA,9461,1564,108,50283,201,73557,NA,1.19728099,-1.392638466,-13.84200565,NA,NA,13.78550425,1.650395163,Conservative,52.64,19.88,18.79,NA,NA,5.03,1.46,2.19,32.8,69.1,25901,9780,9247,NA,NA,2477,718,1080,49203,71163,"Cleverly, James Spencer",Man,BME,"Fincken, Malcolm John",Man,White,"Klesel, Matthew Thomas",Man,White,"Bingley, Richard Audubon",Man,White,NA,NA,NA,NA,NA,NA,"Jeater, Paul Francis",Man,White,6.2,73.36,2.27,26.66,0,5.06,NA,NA,NA,NA,2.19,30.08,0,0.51
90,E14000591,Brent Central,-33,0,0,England,London,Borough,Labour,20.34146964,62.11940806,8.370896411,NA,NA,3.93349209,4.065317231,1.169416567,41.77793842,61.05039072,9567,29216,3937,NA,NA,1850,1912,NA,47032,260,77038,Labour gain from Liberal Democrat,9.161469638,20.89940806,-35.80910359,NA,NA,3.93349209,2.595317231,Liberal Democrat,11.18,41.22,44.18,NA,NA,0,1.47,NA,3,61.2,5068,18681,20026,NA,NA,NA,668,NA,45323,74046,"Mendoza, Alan",Man,White,"Butler, Dawn",Woman,BME,"Keith, Lauren Patricia",Woman,White,"Priestley, Stephen",Man,White,NA,NA,NA,NA,NA,NA,"Ali, Shahrar",Man,BME,17.28,77.4,40.72,79.2,0,32.7,NA,NA,NA,NA,0,7.13,0.38,5.54
