pano,ons_const_id,constituency_name,Con_Margin,intermediate_step,Incumbency_Status,country,region,constituency_type,winner_17,con_17,lab_17,ld_17,snp_17,pc_17,ukip_17,green_17,other_17,majority_17,turnout_17,con_vote_17,lab_vote_17,ld_vote_17,snp_vote_17,pc_vote_17,ukip_vote_17,green_vote_17,total_vote_17,rejected_vote_17,electorate_17,seat_change_1517,con_1517,lab_1517,ld_1517,snp_1517,pc_1517,ukip_1517,green_1517,winner_15,con_15,lab_15,ld_15,snp_15,pc_15,ukip_15,green_15,other_15,majority_15,turnout_15,con_vote_15,lab_vote_15,ld_vote_15,snp_vote_15,pc_vote_15,ukip_vote_15,green_vote_15,bnp_vote_15,total_vote_15,rejected_vote_15,electorate_15,seat_change_1015,con_1015,lab_1015,ld_1015,snp_1015,pc_1015,ukip_1015,green_1015,winner_10,con_10,lab_10,ld_10,snp_10,pc_10,ukip_10,green_10,bnp_10,majority_10,turn_10,con_vote_10,lab_vote_10,ld_vote_10,snp_vote_10,pc_vote_10,ukip_vote_10,green_vote_10,bnp_vote_10,total_vote_10,electorate_10,leave_hanretty,remain_hanretty,con_ppc_17,con_ppc_sex_17,lab_ppc_17,lab_ppc_sex_17,ld_ppc_17,ld_ppc_sex_17,snp_ppc_17,snp_ppc_sex_17,pc_ppc_17,pc_ppc_sex_17,ukip_ppc_17,ukip_ppc_sex_17,green_ppc_17,green_ppc_sex_17,con_ppc_15,con_ppc_sex_15,con_ppc_race_15,lab_ppc_15,lab_ppc_sex_15,lab_ppc_race_15,ld_ppc_15,ld_ppc_sex_15,ld_ppc_race_15,snp_ppc_15,snp_ppc_sex_15,snp_ppc_race_15,pc_ppc_15,pc_ppc_sex_15,pc_ppc_race_15,ukip_ppc_15,ukip_ppc_sex_15,ukip_ppc_race_15,green_ppc_15,green_ppc_sex_15,green_ppc_race_15
39,E14000550,Beaconsfield,49.49118748,1,1,England,South East,County,Conservative,65.25130292,21.44641965,7.938887699,NA,NA,2.871778397,2.491611337,NA,43.80488327,72.2718126,36559,12016,4448,NA,NA,1609,1396,56028,109,77524,NA,2.009950852,10.02118029,0.552171374,NA,NA,-10.87838619,-1.704916323,Conservative,63.24135207,11.42523936,7.386716325,NA,NA,13.75016459,4.19652766,NA,49.49118748,71.14391243,33621,6074,3927,NA,NA,7310,2231,NA,53163,261,74726,NA,2.181352068,-0.264760642,-12.18328367,NA,NA,8.800164588,2.73652766,Conservative,61.06,11.69,19.57,NA,NA,4.95,1.46,NA,41.5,70,32053,6135,10271,NA,NA,2597,768,NA,52490,74982,49.00626733,50.99373267,"Grieve, Dominic",Man,"English, James",Man,"Chapman, Peter",Man,NA,NA,NA,NA,"Conway, Jon",Man,"Secker, Russell",Man,"Grieve, Dominic",Man,White,"Clements, Tony",Man,White,"Chapman, Peter Jeffrey",Man,White,NA,NA,NA,NA,NA,NA,"Scott, Tim",Man,White,"Hampton, Dave",Man,White
40,E14000551,Beckenham,37.84808311,1,1,England,London,Borough,Conservative,59.32984699,30.10846407,7.888824327,NA,NA,NA,2.672864614,NA,29.22138292,76.01030548,30632,15545,4073,NA,NA,NA,1380,51630,182,67925,NA,2.048532315,10.67523251,0.967118694,NA,NA,-12.51562404,-1.175259477,Conservative,57.28131467,19.43323156,6.921705633,NA,NA,12.51562404,3.848124091,NA,37.84808311,72.36613829,27955,9484,3378,NA,NA,6108,1878,NA,48803,119,67439,NA,-0.588685327,4.983231564,-13.65829437,NA,NA,9.26562404,2.568124091,Conservative,57.87,14.45,20.58,NA,NA,3.25,1.28,2.1,37.3,72,27597,6893,9813,NA,NA,1551,608,1001,47686,66219,48.38170491,51.61829509,"Stewart, Bob",Man,"Ahmad, Marina",Woman,"Ireland, Julie",Woman,NA,NA,NA,NA,NA,NA,"Fabricant, Ruth",Woman,"Stewart, Bob",Man,White,"Ahmad, Marina",Woman,BME,"Prashar, Anuja",Woman,BME,NA,NA,NA,NA,NA,NA,"Bryant, Rob",Man,White,"Fabricant, Ruth",Woman,White
41,E14000552,Bedford,2.380332422,1,1,England,East of England,Borough,Labour,45.22070957,46.84818482,5.85189769,NA,NA,NA,2.079207921,NA,1.627475248,67.49363071,21923,22712,2837,NA,NA,NA,1008,48480,176,71829,Labour gain from Conservative,2.637278594,6.645086264,1.603318946,NA,NA,-9.62114308,-0.984629253,Conservative,42.58343098,40.20309855,4.248578744,NA,NA,9.62114308,3.063837174,0.27991147,2.380332422,66.49161028,19625,18528,1958,NA,NA,4434,1412,NA,46086,258,69311,NA,3.683430977,4.303098555,-15.61142126,NA,NA,7.10114308,2.193837174,Conservative,38.9,35.9,19.86,NA,NA,2.52,0.87,1.68,3,65.8,17546,16193,8957,NA,NA,1136,393,757,45102,67644,51.94916653,48.05083347,"Fuller, Richard",Man,"Yasin, Mohammad",Man,"Vann, Henry",Man,NA,NA,NA,NA,NA,NA,"Bywater, Lucy",Woman,"Fuller, Richard Quintin",Man,White,"Hall, Patrick",Man,White,"Rogers, Mahmud Henry",Man,White,NA,NA,NA,NA,NA,NA,"Smith, Charlie",Man,White,"Foley, Ben",Man,White
42,E14000813,Mid Bedfordshire,40.17740269,1,1,England,East of England,County,Conservative,61.66809212,28.43454021,5.999556527,NA,NA,NA,2.841395039,1.056416104,33.2335519,75.02049643,38936,17953,3788,NA,NA,NA,1794,63138,185,84161,NA,5.615732488,12.55958327,-1.222282949,NA,NA,-15.44264554,-1.399045884,Conservative,56.05235963,15.87495694,7.221839476,NA,NA,15.44264554,4.240440923,1.167757492,40.17740269,73.96084126,32544,9217,4193,NA,NA,8966,2462,NA,58060,228,78501,NA,3.562359628,1.104956941,-17.66816052,NA,NA,10.29264554,2.830440923,Conservative,52.49,14.77,24.89,NA,NA,5.15,1.41,NA,27.6,72.2,28815,8108,13663,NA,NA,2826,773,NA,54897,76023,52.88045363,47.11954637,"Dorries, Nadine",Woman,"Meades, Rhiannon",Woman,"French, Lisa",Woman,NA,NA,NA,NA,NA,NA,"Ellis, Gareth",Man,"Dorries, Nadine Vanessa",Woman,White,"Pullen, Charlynne",Woman,White,"Jack, Linda Anne",Woman,White,NA,NA,NA,NA,NA,NA,"Wickens, Nigel Mark",Man,White,"Ellis, Gareth",Man,White
43,E14000841,North East Bedfordshire,43.70739024,1,1,England,East of England,County,Conservative,60.94518841,28.45998131,5.750545002,NA,NA,2.952351292,1.891933977,NA,32.4852071,73.39009199,39139,18277,3693,NA,NA,1896,1215,64220,134,87505,NA,1.477299132,12.69948227,-0.075061761,NA,NA,-11.66961489,-2.432104747,Conservative,59.46788928,15.76049905,5.825606763,NA,NA,14.62196618,4.324038724,NA,43.70739024,70.22297758,34891,9247,3418,NA,NA,8579,2537,NA,58672,195,83551,NA,3.687889283,-0.359500954,-15.86439324,NA,NA,10.49196618,4.324038724,Conservative,55.78,16.12,21.69,NA,NA,4.13,NA,2.28,34.1,71.2,30989,8957,12047,NA,NA,2294,NA,1265,55552,78060,53.43760549,46.56239451,"Burt, Alistair",Man,"Vaughan, Julian",Man,"Rutherford, Stephen",Man,NA,NA,NA,NA,"Strachan, Duncan",Man,"Fleming, Philippa",Woman,"Burt, Alistair James Hendrie",Man,White,"Ali, Saqhib Ijthehad",Man,BME,"Morris, Peter",Man,White,NA,NA,NA,NA,NA,NA,"Smyth, Adrianne",Woman,White,"Bowler, Mark",Man,White
44,E14000949,South West Bedfordshire,34.72048963,1,1,England,East of England,County,Conservative,59.24507954,33.77909589,4.727240047,NA,NA,NA,1.707558192,0.541026332,25.46598364,69.84232594,32961,18793,2630,NA,NA,NA,950,55635,163,79658,NA,4.255215198,13.50972119,-0.430252546,NA,NA,-15.47832528,-2.397384893,Conservative,54.98986434,20.26937471,5.157492593,NA,NA,15.47832528,4.104943084,NA,34.72048963,64.70833071,28212,10399,2646,NA,NA,7941,2106,NA,51304,244,79285,NA,2.179864338,0.679374708,-14.86250741,NA,NA,11.25832528,4.104943084,Conservative,52.81,19.59,20.02,NA,NA,4.22,NA,3.35,32.8,66.3,26815,9948,10166,NA,NA,2142,NA,1703,50774,76559,58.0834155,41.9165845,"Selous, Andrew",Man,"Scott, Daniel",Man,"Norton, Daniel",Man,NA,NA,NA,NA,NA,NA,"Rennie, Morvern",Woman,"Selous, Andrew",Man,White,"Scott, Daniel",Man,White,"Rutherford, Stephen John",Man,White,NA,NA,NA,NA,NA,NA,"van Weenen, John",Man,White,"Lawrence, Emily Anne",Woman,White
49,E14000553,Bermondsey and Old Southwark,-31.29861543,1,-1,England,London,Borough,Labour,12.95432409,53.24755216,31.08115036,NA,NA,1.431964594,1.091915723,0.193093078,22.1664018,67.04818863,7581,31161,18189,NA,NA,838,639,58521,148,87282,NA,1.187444811,10.18205745,-3.254957298,NA,NA,-4.895820098,-2.842045074,Labour,11.76687928,43.06549471,34.33610765,NA,NA,6.327784692,3.933960797,0.569772869,8.729387057,61.73497563,6051,22146,17657,NA,NA,3254,2023,NA,51424,206,83298,Labour gain from Liberal Democrat,-5.343120722,13.81549471,-14.01389235,NA,NA,6.327784692,2.323960797,Liberal Democrat,17.11,29.25,48.35,NA,NA,NA,1.61,3.07,19.1,57.5,7638,13060,21590,NA,NA,NA,718,1370,44651,77628,26.05032728,73.94967272,"Baillie, Siobhan",Woman,"Coyle, Neil",Man,"Hughes, Simon",Man,NA,NA,NA,NA,"Jones, Elizabeth",Woman,"Tyson, John",Man,"Floru, Jean-Paul",Man,White,"Coyle, Neil",Man,White,"Hughes, Simon Henry Ward",Man,White,NA,NA,NA,NA,NA,NA,"Beadle, Andrew",Man,White,"Lavin, William Barry",Man,White
50,E14000554,Berwick-upon-Tweed,12.15644559,1,1,England,North East,County,Conservative,52.46138539,24.55226002,21.12195584,NA,NA,NA,1.864398749,NA,27.90912537,71.78057034,22145,10364,8916,NA,NA,NA,787,42212,79,58807,NA,11.38823396,9.605323871,-7.794749994,NA,NA,-11.16443609,-1.816673907,Conservative,41.07315142,14.94693615,28.91670584,NA,NA,11.16443609,3.681072657,0.217697845,12.15644559,70.95613404,16603,6042,11689,NA,NA,4513,1488,NA,40423,78,56969,Conservative gain from Liberal Democrat,4.353151424,1.77693615,-14.80329416,NA,NA,7.934436088,3.681072657,Liberal Democrat,36.72,13.17,43.72,NA,NA,3.23,NA,3.16,7,67,14116,5061,16806,NA,NA,1243,NA,1213,38439,73826,55.2978154,44.7021846,"Trevelyan, Anne-Marie",Woman,"Dickinson, Scott",Man,"Porksen, Julie",Woman,NA,NA,NA,NA,NA,NA,"Stewart, Thomas",Man,"Trevelyan, Anne-Marie Belinda",Woman,White,"Dickinson, Scott",Man,White,"Porksen, Julie",Woman,White,NA,NA,NA,NA,NA,NA,"Coghill-Marshall, Nigel Revell",Man,White,"Roberts, Rachael Amanda",Woman,White
52,E14000555,Bethnal Green and Bow,-45.94701837,1,-1,England,London,Borough,Labour,12.66360217,71.82448809,4.984538237,NA,NA,1.494358546,2.534057668,6.498955286,59.16088592,69.50334011,7576,42969,2982,NA,NA,894,1516,59825,275,86075,NA,-2.58467838,10.62918917,0.459181121,NA,NA,-4.587948158,-6.735838787,Labour,15.24828055,61.19529892,4.525357116,NA,NA,6.082306704,9.269896455,3.678860252,45.94701837,63.97427684,8070,32387,2395,NA,NA,3219,4906,NA,52924,263,82727,NA,1.308280553,18.25529892,-15.60464288,NA,NA,6.082306704,7.579896455,Labour,13.94,42.94,20.13,NA,NA,NA,1.69,2.77,22.8,62.4,7071,21784,10210,NA,NA,NA,856,1405,50728,81243,30.85839516,69.14160484,"Chirico, Charlotte",Woman,"Ali, Rushanara",Woman,"Dyer, William",Man,NA,NA,NA,NA,"de Wulverton, Ian",Man,"Polson, Alistair",Man,"Smith, Matthew",Man,White,"Ali, Rushanara",Woman,BME,"Lashmore, Teena",Woman,BME,NA,NA,NA,NA,NA,NA,"McQueen, Pauline",Woman,White,"Polson, Alistair",Man,White
53,E14000556,Beverley and Holderness,23.16570799,1,1,England,Yorkshire and The Humber,County,Conservative,58.41151731,33.17337072,5.046910385,NA,NA,NA,1.286890255,2.081311334,25.23814659,68.98099359,32499,18457,2808,NA,NA,NA,716,55638,184,80657,NA,10.26336916,8.190930564,-0.458338585,NA,NA,-16.69419291,-2.133957553,Conservative,48.14814815,24.98244015,5.50524897,NA,NA,16.69419291,3.420847808,1.249122008,23.16570799,65.19027288,25363,13160,2900,NA,NA,8794,1802,NA,52677,159,80805,NA,1.038148148,3.882440154,-17.19475103,NA,NA,13.22419291,2.130847808,Conservative,47.11,21.1,22.7,NA,NA,3.47,1.29,3.91,24.4,66.8,25063,11224,12076,NA,NA,1845,686,2080,53199,79318,58.73947556,41.26052444,"Stuart, Graham",Man,"Boal, Johanna",Woman,"Healy, Denis",Man,NA,NA,NA,NA,NA,NA,"Howarth, Richard",Man,"Stuart, Graham",Man,White,"Pinder, Margaret",Woman,White,"Healy, Denis",Man,White,NA,NA,NA,NA,NA,NA,"Shores, Gary",Man,White,"Howarth, Richard",Man,White
54,E14000557,Bexhill and Battle,36.35589844,1,1,England,South East,County,Conservative,61.96865752,24.69901803,7.541364003,NA,NA,3.373015873,2.417944579,NA,37.26963949,73.12340928,36854,14689,4485,NA,NA,2006,1438,59472,102,81331,NA,7.194851876,10.5786225,-0.063040358,NA,NA,-15.04489133,-2.66554269,Conservative,54.77380564,14.12039552,7.604404361,NA,NA,18.4179072,5.083487269,NA,36.35589844,70.07716128,30245,7797,4199,NA,NA,10170,2807,NA,55218,300,78796,NA,3.213805643,2.170395523,-20.36559564,NA,NA,18.4179072,5.083487269,Conservative,51.56,11.95,27.97,NA,NA,NA,NA,3.57,23.6,68.9,28147,6524,15267,NA,NA,NA,NA,1950,54587,81032,57.72121461,42.27878539,"Merriman, Huw",Man,"Bayliss, Christine",Woman,"Kemp, Joel",Man,NA,NA,NA,NA,"Bastin, Geoffrey",Man,"Kent, Jonathan",Man,"Merriman, Huw William",Man,White,"Thew, Michelle",Woman,White,"Sadler, Rachel Cerys",Woman,White,NA,NA,NA,NA,NA,NA,"Bastin, Geoffrey Bernard",Man,White,"Kent, Jonathan Christopher",Man,White
55,E14000558,Bexleyheath and Crayford,21.04154744,1,1,England,London,Borough,Conservative,55.57325898,35.49536392,2.657726438,NA,NA,4.301931886,1.329969683,0.641749098,20.07789506,69.18625124,25113,16040,1201,NA,NA,1944,601,45189,92,65315,NA,8.31905273,9.282705109,-0.336436318,NA,NA,-16.7167244,-0.844689811,Conservative,47.25420625,26.21265881,2.994162756,NA,NA,21.01865629,2.174659494,0.345656404,21.04154744,67.38600605,20643,11451,1308,NA,NA,9182,950,NA,43685,110,64828,NA,-3.215793751,-0.307341193,-9.745837244,NA,NA,17.40865629,1.314659494,Conservative,50.47,26.52,12.74,NA,NA,3.61,0.86,4.73,23.9,66.5,21794,11450,5502,NA,NA,1557,371,2042,43182,65015,65.25513745,34.74486255,"Evennett, David",Man,"Borella, Stef",Man,"Reynolds, Simone",Woman,NA,NA,NA,NA,"Ferro, Mike",Man,"Lobo, Ivor",Man,"Evennett, David Anthony",Man,White,"Borella, Stefano",Man,White,"Davis, Richard Adam",Man,White,NA,NA,NA,NA,NA,NA,"Attard, Chris",Man,White,"Gardiner, Stella Rosalyn",Woman,White
56,E14000559,Birkenhead,-52.75904353,1,-1,England,North West,Borough,Labour,18.42292101,76.85683531,2.560520349,NA,NA,NA,2.159723336,NA,58.4339143,67.71137026,8044,33558,1118,NA,NA,NA,943,43663,108,64484,NA,3.564960657,9.239831424,-1.005798883,NA,NA,-9.804823217,-1.994169981,Labour,14.85796035,67.61700388,3.566319232,NA,NA,9.804823217,4.153893317,NA,52.75904353,62.72071783,5816,26468,1396,NA,NA,3838,1626,NA,39144,125,62410,NA,-4.072039648,5.107003883,-14.98368077,NA,NA,9.804823217,4.153893317,Labour,18.93,62.51,18.55,NA,NA,NA,NA,NA,43.6,56.3,6687,22082,6554,NA,NA,NA,NA,NA,35323,62773,51.7076065,48.2923935,"Gardiner, Stewart",Man,"Field, Frank",Man,"Brame, Allan",Man,NA,NA,NA,NA,NA,NA,"Clough, Jayne",Woman,"Vasey, Clark Edward",Man,White,"Field, Frank",Man,White,"Brame, Allan",Man,White,NA,NA,NA,NA,NA,NA,"Harling, Wayne Anthony",Man,White,"Peers, Kenny",Man,White
57,E14000560,"Birmingham, Edgbaston",-6.553168818,0,0,England,West Midlands,Borough,Labour,39.45473723,55.3150509,3.586168944,NA,NA,NA,1.288636155,0.355406769,15.86031368,64.04958071,17207,24124,1564,NA,NA,NA,562,43612,108,68091,NA,1.162532738,10.4696776,0.718854872,NA,NA,-10.05981643,-2.031539177,Labour,38.29220449,44.84537331,2.867314073,NA,NA,10.05981643,3.320175332,0.615116364,6.553168818,62.9552835,15812,18518,1184,NA,NA,4154,1371,NA,41293,156,65591,NA,0.72220449,4.205373308,-12.49268593,NA,NA,8.299816434,2.190175332,Labour,37.57,40.64,15.36,NA,NA,1.76,1.13,2.88,3.1,60.6,15620,16894,6387,NA,NA,732,469,1196,41571,68573,47.34707048,52.65292952,"Squire, Caroline",Woman,"Gill, Preet",Woman,"Green, Colin",Man,NA,NA,NA,NA,NA,NA,"Kiff, Alice",Woman,"Evans, Luke",Man,White,"Stuart, Gisela",Woman,White,"Dargue, Lee James",Man,White,NA,NA,NA,NA,NA,NA,"Short, Graham George",Man,White,"Simpson, Phil",Man,White
58,E14000561,"Birmingham, Erdington",-14.78779841,1,-1,England,West Midlands,Borough,Labour,38.38568396,57.96007201,2.015208104,NA,NA,NA,1.639035924,-1.42109E-14,19.57438805,57.19796517,14286,21571,750,NA,NA,NA,610,37217,112,65067,NA,7.550140195,12.33672984,-0.767054611,NA,NA,-17.41436974,-1.094212836,Labour,30.83554377,45.62334218,2.782262715,NA,NA,17.41436974,2.73324876,0.611232845,14.78779841,53.25512836,10695,15824,965,NA,NA,6040,948,NA,34684,109,65128,NA,-1.774456233,3.793342175,-13.36773729,NA,NA,15.04436974,2.73324876,Labour,32.61,41.83,16.15,NA,NA,2.37,NA,5.11,9.2,53.5,11592,14869,5742,NA,NA,842,NA,1815,35546,66405,62.97289172,37.02710828,"Alden, Robert",Man,"Dromey, Jack",Man,"Holtom, Ann",Woman,NA,NA,NA,NA,NA,NA,"Lovatt, James",Man,"Alden, Robert",Man,White,"Dromey, Jack",Man,White,"Holtom, Ann",Woman,White,NA,NA,NA,NA,NA,NA,"Garcarz, Andrew",Man,White,"Belcher, Joe",Man,White
59,E14000562,"Birmingham, Hall Green",-42.12472899,1,-1,England,West Midlands,Borough,Labour,15.09666728,77.5971276,5.776100166,NA,NA,NA,1.530104953,-1.42109E-14,62.50046032,69.38712933,8199,42143,3137,NA,NA,NA,831,54310,187,78271,NA,-2.607282046,17.76844929,-5.827436798,NA,NA,-4.529609319,-3.146169332,Labour,17.70394933,59.82867831,11.60353696,NA,NA,4.529609319,4.676274285,1.657951792,42.12472899,61.6350059,8329,28147,5459,NA,NA,2131,2200,NA,47046,277,76330,NA,2.683949326,26.90867831,-12.99646304,NA,NA,2.579609319,4.676274285,Labour,15.02,32.92,24.6,NA,NA,1.95,NA,NA,7.8,63.6,7320,16039,11988,NA,NA,950,NA,NA,48727,76580,33.56875091,66.43124909,"Ranger, Reena",Woman,"Godsiff, Roger",Man,"Evans, Jerry",Man,NA,NA,NA,NA,NA,NA,"Cox, Patrick",Man,"Bird, James",Man,White,"Godsiff, Roger",Man,White,"Evans, Jerry",Man,White,NA,NA,NA,NA,NA,NA,"Mondair, Rashpal",Man,BME,"Stanton, Elly",Woman,White
60,E14000563,"Birmingham, Hodge Hill",-56.92633836,1,-1,England,West Midlands,Borough,Labour,14.18286847,81.05789542,1.735138164,NA,NA,2.189938354,0.83415959,NA,66.87502694,61.2882771,6580,37606,805,NA,NA,1016,387,46394,159,75698,NA,2.713290756,12.66197934,-4.658779816,NA,NA,-9.143183798,-1.200490378,Labour,11.46957772,68.39591608,6.39391798,NA,NA,11.33312215,2.034649967,0.372816102,56.92633836,54.49921649,4707,28069,2624,NA,NA,4651,835,NA,41039,267,75302,NA,-0.150422281,16.41591608,-21.32608202,NA,NA,9.653122152,2.034649967,Labour,11.62,51.98,27.72,NA,NA,1.68,NA,5.49,24.3,56.6,4936,22077,11775,NA,NA,714,NA,2333,42472,75040,51.48416727,48.51583273,"Reza, Ahmereen",Woman,"Byrne, Liam",Man,"Bennion, Phil",Man,NA,NA,NA,NA,"Khan, Mohammed",Man,"Thomas, Clare",Woman,"Mullan, Kieran",Man,White,"Byrne, Liam",Man,White,"Bennion, Phil",Man,White,NA,NA,NA,NA,NA,NA,"Duffen, Albert",Man,NA,"Nash, Christopher",Man,White
61,E14000564,"Birmingham, Ladywood",-60.88651297,1,-1,England,West Midlands,Borough,Labour,13.19873145,82.71237321,2.798557145,NA,NA,NA,1.290338199,NA,69.51364176,58.99061737,5452,34166,1156,NA,NA,NA,533,41307,155,70023,NA,0.457891713,9.085020494,-1.027035905,NA,NA,-5.025615325,-2.888857702,Labour,12.74083974,73.62735271,3.82559305,NA,NA,5.025615325,4.179195902,0.601403274,60.88651297,52.7184124,4576,26444,1374,NA,NA,1805,1501,NA,35916,253,68128,NA,0.800839737,17.95735271,-23.64440695,NA,NA,2.505615325,1.779195902,Labour,11.94,55.67,27.47,NA,NA,2.52,2.4,NA,28.2,48.7,4277,19950,9845,NA,NA,902,859,NA,35833,73646,35.62267156,64.37732844,"Browning, Andrew",Man,"Mahmood, Shabana",Woman,"Dargue, Lee",Man,NA,NA,NA,NA,NA,NA,"Dennis, Kefentse",Man,"Sigmac, Isabel",Woman,White,"Mahmood, Shabana",Woman,BME,"Iqbal, Shazad",Man,BME,NA,NA,NA,NA,NA,NA,"Braund, Clair",Woman,White,"Okole, Anne Margaret",Woman,White
62,E14000565,"Birmingham, Northfield",-5.908951744,1,-1,England,West Midlands,Borough,Labour,42.68287183,53.20645801,2.1624425,NA,NA,NA,1.948227654,NA,10.52358618,61.32020685,18929,23596,959,NA,NA,NA,864,44348,151,72322,NA,6.970100112,11.58473455,-1.014590542,NA,NA,-16.73535715,-0.804886969,Labour,35.71277172,41.62172346,3.177033042,NA,NA,16.73535715,2.753114623,NA,5.908951744,59.44587557,15164,17673,1349,NA,NA,7106,1169,NA,42461,98,71428,NA,2.09277172,1.341723464,-12.48296696,NA,NA,13.47535715,1.783114623,Labour,33.62,40.28,15.66,NA,NA,3.26,0.97,5.48,6.7,58.6,14059,16841,6550,NA,NA,1363,406,2290,41814,71338,61.7882451,38.2117549,"Powell-Chandler, Meg",Woman,"Burden, Richard",Man,"Harmer, Roger",Man,NA,NA,NA,NA,NA,NA,"Masters, Eleanor",Woman,"Maclean, Rachel",Woman,White,"Burden, Richard",Man,White,"Haynes, Steve",Man,White,NA,NA,NA,NA,NA,NA,"Rowe, Keith",Man,White,"Masters, Anna",Woman,White
63,E14000566,"Birmingham, Perry Barr",-35.93795444,1,-1,England,West Midlands,Borough,Labour,26.53121253,68.12453334,2.44360477,NA,NA,NA,1.337194832,1.563454533,41.59332081,63.04310615,11726,30109,1080,NA,NA,NA,591,44197,164,70106,NA,5.03581747,10.69118385,-2.406128628,NA,NA,-12.19583131,-1.886266147,Labour,21.49539506,57.43334949,4.849733398,NA,NA,12.19583131,3.223460979,0.802229762,35.93795444,58.99089258,8869,23697,2001,NA,NA,5032,1330,NA,41260,272,69943,NA,0.185395056,7.153349491,-17.1102666,NA,NA,8.215831314,3.223460979,Labour,21.31,50.28,21.96,NA,NA,3.98,NA,NA,28.3,59,8960,21142,9234,NA,NA,1675,NA,NA,42045,71304,51.21731706,48.78268294,"Hodivala, Charlotte",Woman,"Mahmood, Khalid",Man,"Singh, Harjun",Man,NA,NA,NA,NA,NA,NA,"Rana, Vijay",Man,"Hodivala, Charlotte",Woman,White,"Mahmood, Khalid",Man,BME,"Singh, Arjun",Man,BME,NA,NA,NA,NA,NA,NA,"Singh, Harjinder",Man,BME,"Lovatt, James",Man,White
64,E14000567,"Birmingham, Selly Oak",-18.64926922,1,-1,England,West Midlands,Borough,Labour,31.90568541,62.94988262,3.356129427,NA,NA,NA,1.788302542,NA,31.0441972,65.86661288,15629,30836,1644,NA,NA,NA,876,48985,138,74370,NA,2.901843845,15.29677183,-2.200897993,NA,NA,-12.70587716,-3.291840524,Labour,29.00384157,47.65311079,5.557027421,NA,NA,12.70587716,5.080143065,NA,18.64926922,60.31800991,13137,21584,2517,NA,NA,5755,2301,NA,45294,175,75092,NA,-2.066158432,9.103110787,-16.71297258,NA,NA,10.27587716,3.650143065,Labour,31.07,38.55,22.27,NA,NA,2.43,1.43,3.91,7.5,62.3,14468,17950,10371,NA,NA,1131,664,1820,46563,74805,46.90743133,53.09256867,"Shrubsole, Sophie",Woman,"McCabe, Steve",Man,"Radcliffe, David",Man,NA,NA,NA,NA,NA,NA,"Pritchard , Julien",Man,"Boulter, Alex",Man,White,"McCabe, Steve",Man,White,"Green, Colin",Man,White,NA,NA,NA,NA,NA,NA,"Brookes, Steven",Man,White,"Thomas, Clare",Woman,White
65,E14000568,"Birmingham, Yardley",-27.62751816,1,-1,England,West Midlands,Borough,Labour,19.82832232,57.07159229,17.94076671,NA,NA,4.305424475,0.629185205,0.224709002,37.24326997,61.31356691,8824,25398,7984,NA,NA,1916,280,44502,103,72581,NA,5.831092608,15.44684441,-7.657639164,NA,NA,-11.82298067,-1.067006868,Labour,13.99722971,41.62474788,25.59840587,NA,NA,16.12840514,1.696192073,0.955019319,16.02634201,57.03850525,5760,17129,10534,NA,NA,6637,698,NA,41151,162,72146,Labour gain from Liberal Democrat,-5.182770285,9.40474788,-13.96159413,NA,NA,13.21840514,1.696192073,Liberal Democrat,19.18,32.22,39.56,NA,NA,2.91,NA,5.27,7.3,56.5,7836,13160,16162,NA,NA,1190,NA,2153,40850,72321,60.09480763,39.90519237,"Afzal, Mohammed",Man,"Phillips, Jess",Woman,"Hemming, John",Man,NA,NA,NA,NA,"Clayton, Paul",Man,"Garghan, Christopher",Man,"Photay, Arun",Man,BME,"Philips, Jess",Woman,White,"Hemming, John",Man,White,NA,NA,NA,NA,NA,NA,"Clayton, Paul",Man,White,"Bishop, Grant",Man,White
66,E14000569,Bishop Auckland,-8.906039757,1,-1,England,North East,County,Labour,46.91666089,48.07652319,2.717127608,NA,NA,NA,NA,2.289688316,1.159862295,63.96742584,20306,20808,1176,NA,NA,NA,NA,43281,78,67661,NA,14.42281743,6.67663997,-1.657190095,NA,NA,-17.80954073,-3.922414887,Labour,32.49384346,41.39988322,4.374317703,NA,NA,17.80954073,3.922414887,NA,8.906039757,59.6170728,12799,16307,1723,NA,NA,7015,1545,NA,39389,68,66070,NA,6.223843459,2.449883216,-17.9656823,NA,NA,15.08954073,3.922414887,Labour,26.27,38.95,22.34,NA,NA,2.72,NA,4.95,12.7,60.2,10805,16023,9189,NA,NA,1119,NA,2036,41136,68368,60.88597515,39.11402485,"Adams, Christopher",Man,"Goodman, Helen",Woman,"Morrissey, Ciaran",Man,NA,NA,NA,NA,NA,NA,NA,NA,"Adams, Christopher Fraser",Man,White,"Goodman, Helen Catherine",Woman,White,"White, Stephen Charles",Man,White,NA,NA,NA,NA,NA,NA,"Burriss, Rhys",Man,White,"Robinson, Thom",Man,White
